Row ID,Order ID,Order Date,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales
1164,CA-2015-127964,03/03/2015,AP-10720,Home Office,New York City,New York,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76
1165,CA-2015-127964,03/03/2015,AP-10720,Home Office,New York City,New York,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32
1166,CA-2015-117709,04/05/2015,PM-18940,Consumer,Jackson,Michigan,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8
1167,CA-2016-125416,02/11/2016,KC-16540,Consumer,Seattle,Washington,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93
1168,CA-2018-145226,08/12/2018,DL-13315,Consumer,New York City,New York,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48
1169,CA-2018-145226,08/12/2018,DL-13315,Consumer,New York City,New York,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94
1170,CA-2018-145226,08/12/2018,DL-13315,Consumer,New York City,New York,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44
1171,CA-2018-145226,08/12/2018,DL-13315,Consumer,New York City,New York,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92
1172,US-2015-100279,10/03/2015,SW-20275,Consumer,Royal Oak,Michigan,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38
1173,CA-2015-158064,21/04/2015,AA-10375,Consumer,Los Angeles,California,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52
1174,US-2016-104430,22/10/2016,LT-17110,Consumer,Bloomington,Illinois,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176
1175,CA-2016-132080,22/08/2016,DP-13105,Corporate,New York City,New York,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.111999999999995
1176,CA-2017-161207,29/08/2017,AB-10060,Home Office,Concord,New Hampshire,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93
1177,CA-2015-120243,27/12/2015,AT-10435,Home Office,Los Angeles,California,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56
1178,CA-2017-113621,01/12/2017,JE-15745,Consumer,Rockville,Maryland,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5
1179,CA-2017-113621,01/12/2017,JE-15745,Consumer,Rockville,Maryland,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97
1180,CA-2017-168081,24/04/2017,CA-12055,Home Office,Houston,Texas,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.69599999999997
1181,CA-2015-128146,21/06/2015,DB-13060,Consumer,Lakewood,New Jersey,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93
1182,CA-2015-128146,21/06/2015,DB-13060,Consumer,Lakewood,New Jersey,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76
1183,CA-2018-138779,14/01/2018,RB-19570,Consumer,Jacksonville,North Carolina,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744
1184,CA-2018-138779,14/01/2018,RB-19570,Consumer,Jacksonville,North Carolina,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92
1185,CA-2015-127131,24/11/2015,HR-14830,Corporate,Seattle,Washington,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.095999999999998
1186,CA-2015-127131,24/11/2015,HR-14830,Corporate,Seattle,Washington,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88
1187,CA-2015-127131,24/11/2015,HR-14830,Corporate,Seattle,Washington,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92
1188,CA-2015-127131,24/11/2015,HR-14830,Corporate,Seattle,Washington,West,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58
1189,CA-2018-117212,26/02/2018,BT-11530,Home Office,Los Angeles,California,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92
1190,CA-2018-117212,26/02/2018,BT-11530,Home Office,Los Angeles,California,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.5360000000001
1191,CA-2018-117212,26/02/2018,BT-11530,Home Office,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.2239999999999
1192,CA-2018-117212,26/02/2018,BT-11530,Home Office,Los Angeles,California,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92
1193,CA-2018-117212,26/02/2018,BT-11530,Home Office,Los Angeles,California,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12
1194,US-2016-130519,15/09/2016,NG-18355,Corporate,Coral Springs,Florida,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552
1195,US-2016-130519,15/09/2016,NG-18355,Corporate,Coral Springs,Florida,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15.712
1196,US-2016-130519,15/09/2016,NG-18355,Corporate,Coral Springs,Florida,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",24.671999999999997
1197,US-2016-130519,15/09/2016,NG-18355,Corporate,Coral Springs,Florida,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968
1198,CA-2017-130946,08/04/2017,ZC-21910,Consumer,Houston,Texas,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.92800000000005
1199,CA-2017-130946,08/04/2017,ZC-21910,Consumer,Houston,Texas,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984
1200,CA-2017-130946,08/04/2017,ZC-21910,Consumer,Houston,Texas,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792
1201,CA-2017-114727,18/07/2017,LS-16945,Corporate,Denver,Colorado,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008
1202,CA-2017-114727,18/07/2017,LS-16945,Corporate,Denver,Colorado,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.8719999999999999
1203,CA-2017-114727,18/07/2017,LS-16945,Corporate,Denver,Colorado,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352
1204,CA-2017-114727,18/07/2017,LS-16945,Corporate,Denver,Colorado,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568
1205,CA-2017-114727,18/07/2017,LS-16945,Corporate,Denver,Colorado,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04
1206,CA-2018-133235,01/08/2018,LH-16750,Consumer,Charlotte,North Carolina,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96
1207,CA-2017-137050,14/07/2017,SW-20755,Corporate,New York City,New York,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21
1208,CA-2017-137050,14/07/2017,SW-20755,Corporate,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144
1209,CA-2017-137050,14/07/2017,SW-20755,Corporate,New York City,New York,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07
1210,CA-2017-137050,14/07/2017,SW-20755,Corporate,New York City,New York,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86
1211,CA-2017-137050,14/07/2017,SW-20755,Corporate,New York City,New York,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544
1212,CA-2017-137050,14/07/2017,SW-20755,Corporate,New York City,New York,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136
1213,US-2018-118087,09/09/2018,SP-20620,Corporate,Philadelphia,Pennsylvania,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.372
1214,US-2018-118087,09/09/2018,SP-20620,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036
1215,US-2018-118087,09/09/2018,SP-20620,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503
1216,US-2018-118087,09/09/2018,SP-20620,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672
1217,US-2018-118087,09/09/2018,SP-20620,Corporate,Philadelphia,Pennsylvania,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88
1218,US-2018-118087,09/09/2018,SP-20620,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024
1219,US-2018-118087,09/09/2018,SP-20620,Corporate,Philadelphia,Pennsylvania,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.69599999999997
1220,US-2018-118087,09/09/2018,SP-20620,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.9579999999999
1221,CA-2015-110184,12/07/2015,BF-11170,Home Office,Los Angeles,California,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75
1222,CA-2015-110184,12/07/2015,BF-11170,Home Office,Los Angeles,California,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.93599999999998
1223,CA-2017-126004,04/12/2017,BM-11140,Consumer,New York City,New York,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79
1224,CA-2017-126004,04/12/2017,BM-11140,Consumer,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15
1225,CA-2017-126004,04/12/2017,BM-11140,Consumer,New York City,New York,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.7280000000000002
1226,CA-2017-126004,04/12/2017,BM-11140,Consumer,New York City,New York,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56
1227,CA-2017-126004,04/12/2017,BM-11140,Consumer,New York City,New York,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94
1228,CA-2017-126004,04/12/2017,BM-11140,Consumer,New York City,New York,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86
1229,CA-2018-100013,06/11/2018,ZC-21910,Consumer,Los Angeles,California,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28
1230,CA-2018-100013,06/11/2018,ZC-21910,Consumer,Los Angeles,California,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73
1231,CA-2018-100013,06/11/2018,ZC-21910,Consumer,Los Angeles,California,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68
1232,CA-2016-132570,31/10/2016,KT-16480,Consumer,Buffalo,New York,East,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,2.78
1233,CA-2016-132570,31/10/2016,KT-16480,Consumer,Buffalo,New York,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96
1234,CA-2017-153682,30/05/2017,BG-11695,Corporate,Cincinnati,Ohio,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.988
1235,CA-2017-144344,28/10/2017,PG-18820,Consumer,Boynton Beach,Florida,South,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,47.952
1236,CA-2017-144344,28/10/2017,PG-18820,Consumer,Boynton Beach,Florida,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425
1237,CA-2017-144344,28/10/2017,PG-18820,Consumer,Boynton Beach,Florida,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968
1238,CA-2017-144344,28/10/2017,PG-18820,Consumer,Boynton Beach,Florida,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048
1239,CA-2015-127012,11/08/2015,GM-14680,Consumer,Seattle,Washington,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35
1240,CA-2015-127012,11/08/2015,GM-14680,Consumer,Seattle,Washington,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97
1241,CA-2015-127012,11/08/2015,GM-14680,Consumer,Seattle,Washington,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96
1242,CA-2017-128727,29/08/2017,MO-17800,Home Office,New York City,New York,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0
1243,US-2017-162859,15/02/2017,PG-18820,Consumer,New York City,New York,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352
1244,US-2017-162859,15/02/2017,PG-18820,Consumer,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72
1245,CA-2018-133641,14/05/2018,EJ-14155,Consumer,Gulfport,Mississippi,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69
1246,CA-2015-168494,12/12/2015,NP-18700,Consumer,Fresno,California,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,764.688
1247,CA-2015-168494,12/12/2015,NP-18700,Consumer,Fresno,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848
1248,CA-2015-168494,12/12/2015,NP-18700,Consumer,Fresno,California,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,254.9745
1249,CA-2018-115602,18/12/2018,DJ-13630,Consumer,New York City,New York,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,38.82
1250,CA-2018-115602,18/12/2018,DJ-13630,Consumer,New York City,New York,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938
1251,CA-2018-115602,18/12/2018,DJ-13630,Consumer,New York City,New York,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56
1252,CA-2018-115602,18/12/2018,DJ-13630,Consumer,New York City,New York,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2
1253,CA-2016-154956,04/07/2016,IM-15070,Consumer,Milwaukee,Wisconsin,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96
1254,CA-2018-144638,10/03/2018,MH-18115,Home Office,Chester,Pennsylvania,East,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.247999999999999
1255,CA-2018-144638,10/03/2018,MH-18115,Home Office,Chester,Pennsylvania,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91
1256,CA-2018-144638,10/03/2018,MH-18115,Home Office,Chester,Pennsylvania,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696000000000001
1257,CA-2018-144638,10/03/2018,MH-18115,Home Office,Chester,Pennsylvania,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872
1258,US-2017-168620,24/12/2017,RB-19795,Home Office,Charlotte,North Carolina,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.881999999999998
1259,US-2017-168620,24/12/2017,RB-19795,Home Office,Charlotte,North Carolina,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048
1260,US-2017-168620,24/12/2017,RB-19795,Home Office,Charlotte,North Carolina,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68
1261,CA-2018-117079,23/10/2018,JR-15700,Consumer,Jacksonville,Florida,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88
1262,US-2017-144393,28/10/2017,SM-20950,Corporate,Greenville,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616
1263,CA-2018-105053,07/07/2018,CS-12355,Consumer,Long Beach,New York,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472
1264,CA-2017-155992,01/10/2017,CC-12220,Consumer,La Porte,Indiana,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9
1265,CA-2017-155992,01/10/2017,CC-12220,Consumer,La Porte,Indiana,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85
1266,CA-2018-110380,02/09/2018,PF-19225,Consumer,San Francisco,California,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57
1267,US-2015-167738,24/12/2015,JC-16105,Corporate,Los Angeles,California,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86
1268,US-2015-167738,24/12/2015,JC-16105,Corporate,Los Angeles,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272
1269,CA-2018-121412,23/09/2018,BG-11695,Corporate,Louisville,Colorado,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328000000000003
1270,CA-2018-100426,04/06/2018,DC-12850,Consumer,Florence,Alabama,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48
1271,US-2017-103646,21/04/2017,SP-20545,Corporate,Chicago,Illinois,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336
1272,US-2017-103646,21/04/2017,SP-20545,Corporate,Chicago,Illinois,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792
1273,US-2017-103646,21/04/2017,SP-20545,Corporate,Chicago,Illinois,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848
1274,CA-2017-119186,26/05/2017,MS-17710,Consumer,Fort Worth,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368
1275,CA-2017-119186,26/05/2017,MS-17710,Consumer,Fort Worth,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43
1276,CA-2017-119186,26/05/2017,MS-17710,Consumer,Fort Worth,Texas,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352
1277,CA-2017-119186,26/05/2017,MS-17710,Consumer,Fort Worth,Texas,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992
1278,CA-2017-148698,02/05/2017,BD-11770,Consumer,Houston,Texas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352
1279,CA-2015-163293,08/09/2015,KC-16255,Corporate,Macon,Georgia,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97
1280,CA-2015-163293,08/09/2015,KC-16255,Corporate,Macon,Georgia,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88
1281,CA-2017-160815,05/09/2017,TR-21325,Consumer,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4
1282,CA-2018-122154,09/04/2018,SA-20830,Consumer,Jacksonville,Florida,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12
1283,CA-2018-122154,09/04/2018,SA-20830,Consumer,Jacksonville,Florida,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43
1284,CA-2018-122154,09/04/2018,SA-20830,Consumer,Jacksonville,Florida,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64
1285,US-2016-149692,06/12/2016,KW-16435,Consumer,Austin,Texas,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772
1286,CA-2017-119445,26/06/2017,GM-14500,Consumer,Providence,Rhode Island,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9
1287,CA-2016-124268,04/07/2016,AD-10180,Home Office,New York City,New York,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48
1288,CA-2017-154711,22/11/2017,TB-21355,Corporate,New York City,New York,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88
1289,CA-2017-154711,22/11/2017,TB-21355,Corporate,New York City,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192
1290,CA-2017-154711,22/11/2017,TB-21355,Corporate,New York City,New York,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82
1291,CA-2017-163384,10/11/2017,CC-12430,Home Office,San Francisco,California,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216
1292,CA-2017-163384,10/11/2017,CC-12430,Home Office,San Francisco,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4
1293,CA-2016-101707,27/08/2016,PF-19165,Consumer,San Diego,California,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94
1294,CA-2016-101707,27/08/2016,PF-19165,Consumer,San Diego,California,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2
1295,CA-2016-101707,27/08/2016,PF-19165,Consumer,San Diego,California,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08
1296,CA-2016-138898,25/05/2016,JH-16180,Consumer,Pueblo,Colorado,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.7280000000001
1297,CA-2018-115427,30/12/2018,EB-13975,Corporate,Fairfield,California,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904000000000002
1298,CA-2018-115427,30/12/2018,EB-13975,Corporate,Fairfield,California,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72
1299,CA-2017-134425,08/12/2017,QJ-19255,Corporate,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95
1300,CA-2016-121391,04/10/2016,AA-10315,Consumer,San Francisco,California,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96
1301,CA-2017-137043,23/12/2017,LC-17140,Consumer,Springfield,Virginia,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76
1302,CA-2017-137043,23/12/2017,LC-17140,Consumer,Springfield,Virginia,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38
1303,CA-2016-115847,19/09/2016,TC-21535,Home Office,Arlington,Virginia,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96
1304,US-2018-126179,03/07/2018,CS-12460,Consumer,Columbus,Georgia,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99
1305,US-2018-126179,03/07/2018,CS-12460,Consumer,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97
1306,CA-2017-101966,14/07/2017,BM-11785,Consumer,Houston,Texas,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944
1307,CA-2017-141397,20/06/2017,RC-19825,Consumer,Pasadena,California,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76
1308,CA-2017-141397,20/06/2017,RC-19825,Consumer,Pasadena,California,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712
1309,CA-2017-141397,20/06/2017,RC-19825,Consumer,Pasadena,California,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78
1310,CA-2017-141397,20/06/2017,RC-19825,Consumer,Pasadena,California,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
1311,CA-2017-141397,20/06/2017,RC-19825,Consumer,Pasadena,California,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.56799999999998
1312,CA-2017-141082,09/12/2017,FM-14380,Consumer,Lawrence,Massachusetts,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69
1313,CA-2017-141082,09/12/2017,FM-14380,Consumer,Lawrence,Massachusetts,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12
1314,US-2017-134488,24/09/2017,PK-19075,Consumer,Columbus,Ohio,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372
1315,CA-2017-145919,18/12/2017,HG-14965,Corporate,Los Angeles,California,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88
1316,CA-2017-145919,18/12/2017,HG-14965,Corporate,Los Angeles,California,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84
1317,CA-2017-145919,18/12/2017,HG-14965,Corporate,Los Angeles,California,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3
1318,CA-2018-157651,10/12/2018,HA-14920,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2
1319,CA-2015-160773,01/07/2015,LW-16825,Corporate,Deltona,Florida,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
1320,CA-2015-160773,01/07/2015,LW-16825,Corporate,Deltona,Florida,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184
1321,CA-2018-167703,03/02/2018,MC-17575,Consumer,Cincinnati,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229
