row_id,order_id,order_date,customer_id,segment,city,state,region,product_id,category,subcategory,product_name,sales
2896,CA-2018-139913,23/10/2018,JC-16105,Corporate,Rochester,New York,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88
2902,CA-2018-124898,11/09/2018,DB-12910,Home Office,Columbus,Georgia,South,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66
2907,CA-2018-121615,03/11/2018,DL-12925,Consumer,Eagan,Minnesota,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56
2908,CA-2018-121615,03/11/2018,DL-12925,Consumer,Eagan,Minnesota,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.4
2909,CA-2018-121615,03/11/2018,DL-12925,Consumer,Eagan,Minnesota,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,14.94
2910,CA-2018-166415,19/02/2018,ME-17725,Consumer,Seattle,Washington,West,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,11.22
2918,CA-2018-155047,27/08/2018,SE-20110,Consumer,Dallas,Texas,Central,OFF-AR-10003338,Office Supplies,Art,Eberhard Faber 3 1/2 Golf Pencils,5.952000000000001
2922,CA-2018-164329,30/01/2018,MM-17920,Consumer,San Francisco,California,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3
2927,CA-2018-128629,10/07/2018,BP-11155,Consumer,Columbus,Georgia,South,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84
2928,CA-2018-158106,04/06/2018,CT-11995,Consumer,Apple Valley,Minnesota,Central,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64
2929,US-2018-120390,19/10/2018,TH-21550,Home Office,Burlington,North Carolina,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633.1879999999999
2930,CA-2018-143434,18/11/2018,ME-17320,Home Office,Saginaw,Michigan,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76
2941,CA-2018-155880,25/03/2018,JD-16150,Corporate,Milwaukee,Wisconsin,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99
2942,CA-2018-155880,25/03/2018,JD-16150,Corporate,Milwaukee,Wisconsin,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56
2943,CA-2018-155880,25/03/2018,JD-16150,Corporate,Milwaukee,Wisconsin,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97
2944,CA-2018-126242,19/11/2018,MC-18100,Consumer,Los Angeles,California,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01
2945,CA-2018-126242,19/11/2018,MC-18100,Consumer,Los Angeles,California,West,FUR-FU-10002685,Furniture,Furnishings,Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock,18.7
2947,CA-2018-169859,14/12/2018,MP-18175,Home Office,San Diego,California,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25
2948,CA-2018-169859,14/12/2018,MP-18175,Home Office,San Diego,California,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96
2949,CA-2018-169859,14/12/2018,MP-18175,Home Office,San Diego,California,West,OFF-EN-10000461,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Recycled Envelopes,43.7
2950,CA-2018-134915,12/11/2018,EM-14140,Home Office,Glendale,Arizona,West,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,41.6
2951,CA-2018-134915,12/11/2018,EM-14140,Home Office,Glendale,Arizona,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12
2952,CA-2018-134915,12/11/2018,EM-14140,Home Office,Glendale,Arizona,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.88799999999999
2953,CA-2018-134915,12/11/2018,EM-14140,Home Office,Glendale,Arizona,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45 x 53, Lip 25 x 12",113.568
2954,CA-2018-134915,12/11/2018,EM-14140,Home Office,Glendale,Arizona,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7.92
2955,CA-2018-134915,12/11/2018,EM-14140,Home Office,Glendale,Arizona,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,671.9839999999999
2957,CA-2018-123638,27/06/2018,MA-17995,Home Office,Watertown,New York,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",191.646
2958,CA-2018-168900,04/05/2018,SH-20395,Consumer,Springfield,Ohio,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313
2961,CA-2018-143665,26/04/2018,PO-19180,Home Office,Seattle,Washington,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34
2962,CA-2018-143665,26/04/2018,PO-19180,Home Office,Seattle,Washington,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,39.28
2963,CA-2018-137428,16/12/2018,AY-10555,Corporate,Oceanside,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568
2964,CA-2018-137428,16/12/2018,AY-10555,Corporate,Oceanside,California,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184
2965,CA-2018-137428,16/12/2018,AY-10555,Corporate,Oceanside,California,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,24.32
2966,CA-2018-137428,16/12/2018,AY-10555,Corporate,Oceanside,California,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96
2969,CA-2018-167941,06/11/2018,JF-15565,Consumer,Fayetteville,North Carolina,South,OFF-AP-10002118,Office Supplies,Appliances,1.7 Cubic Foot Compact Cube Office Refrigerators,499.584
2970,CA-2018-167941,06/11/2018,JF-15565,Consumer,Fayetteville,North Carolina,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,31.104
2971,CA-2018-167941,06/11/2018,JF-15565,Consumer,Fayetteville,North Carolina,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272
2972,CA-2018-167941,06/11/2018,JF-15565,Consumer,Fayetteville,North Carolina,South,FUR-FU-10004671,Furniture,Furnishings,Executive Impressions 12 Wall Clock,28.272
2973,CA-2018-167941,06/11/2018,JF-15565,Consumer,Fayetteville,North Carolina,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,259.13599999999997
2974,CA-2018-111808,16/12/2018,AR-10510,Consumer,Tulsa,Oklahoma,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,10.8
2977,CA-2018-139773,04/12/2018,DV-13045,Corporate,Philadelphia,Pennsylvania,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",188.55200000000002
2978,CA-2018-134607,03/10/2018,HL-15040,Consumer,Rochester,New York,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58
2994,CA-2018-147291,11/03/2018,MJ-17740,Consumer,Detroit,Michigan,Central,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92
3004,CA-2018-104381,16/12/2018,RD-19810,Home Office,Rochester,New York,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6 Capacity",33.376
3007,CA-2018-116519,13/10/2018,CR-12730,Consumer,New York City,New York,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,904.9
3011,CA-2018-134845,17/04/2018,SR-20425,Home Office,Louisville,Colorado,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03
3012,CA-2018-134845,17/04/2018,SR-20425,Home Office,Louisville,Colorado,West,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985
3013,CA-2018-134845,17/04/2018,SR-20425,Home Office,Louisville,Colorado,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.594
3014,CA-2018-134845,17/04/2018,SR-20425,Home Office,Louisville,Colorado,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.964
3015,CA-2018-134845,17/04/2018,SR-20425,Home Office,Louisville,Colorado,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736
3024,CA-2018-124674,17/11/2018,JB-16000,Consumer,Brownsville,Texas,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328
3027,CA-2018-169054,22/04/2018,MO-17800,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46 x 60 Computer Anti-Static Chairmat, Rectangular Shaped",254.352
3029,CA-2018-116855,17/12/2018,AI-10855,Consumer,Chesapeake,Virginia,South,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,504.9
3034,CA-2018-134173,16/09/2018,AB-10060,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736
3040,CA-2018-101749,03/10/2018,AS-10045,Corporate,Pasadena,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.28799999999998
3042,CA-2018-149559,11/09/2018,KF-16285,Home Office,Long Beach,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96
3043,CA-2018-149559,11/09/2018,KF-16285,Home Office,Long Beach,California,West,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18
3044,CA-2018-149559,11/09/2018,KF-16285,Home Office,Long Beach,California,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272
3046,CA-2018-125290,06/11/2018,CC-12430,Home Office,Minneapolis,Minnesota,Central,OFF-AR-10001216,Office Supplies,Art,Newell 339,13.9
3047,CA-2018-125290,06/11/2018,CC-12430,Home Office,Minneapolis,Minnesota,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38
3049,CA-2018-121419,02/04/2018,TC-21475,Home Office,Columbus,Georgia,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8
3050,CA-2018-121419,02/04/2018,TC-21475,Home Office,Columbus,Georgia,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360
3051,US-2018-148054,06/10/2018,NZ-18565,Home Office,Meridian,Idaho,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96
3052,US-2018-148054,06/10/2018,NZ-18565,Home Office,Meridian,Idaho,West,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84
3053,US-2018-148054,06/10/2018,NZ-18565,Home Office,Meridian,Idaho,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94
3057,CA-2018-131492,19/10/2018,HH-15010,Corporate,San Francisco,California,West,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96
3058,CA-2018-131492,19/10/2018,HH-15010,Corporate,San Francisco,California,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5
3059,CA-2018-131492,19/10/2018,HH-15010,Corporate,San Francisco,California,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10 Round Wall Clock, Black",30.56
3060,CA-2018-131492,19/10/2018,HH-15010,Corporate,San Francisco,California,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368000000000002
3062,CA-2018-127621,03/03/2018,RE-19450,Consumer,Dallas,Texas,Central,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",26.88
3065,CA-2018-106859,13/03/2018,BF-11215,Home Office,Albuquerque,New Mexico,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8
3066,CA-2018-106859,13/03/2018,BF-11215,Home Office,Albuquerque,New Mexico,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736
3067,CA-2018-106859,13/03/2018,BF-11215,Home Office,Albuquerque,New Mexico,West,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95
3068,CA-2018-106859,13/03/2018,BF-11215,Home Office,Albuquerque,New Mexico,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,45.36
3069,CA-2018-106859,13/03/2018,BF-11215,Home Office,Albuquerque,New Mexico,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,288.24
3070,US-2018-120089,30/11/2018,ML-17755,Home Office,Toledo,Ohio,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936
3080,CA-2018-101182,04/09/2018,KB-16405,Home Office,Apple Valley,California,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,12.96
3081,CA-2018-101182,04/09/2018,KB-16405,Home Office,Apple Valley,California,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176
3082,US-2018-132297,27/05/2018,DW-13480,Home Office,Louisville,Kentucky,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34
3083,US-2018-132297,27/05/2018,DW-13480,Home Office,Louisville,Kentucky,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97
3085,CA-2018-118773,09/02/2018,TP-21415,Consumer,Houston,Texas,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.78400000000002
3086,CA-2018-118773,09/02/2018,TP-21415,Consumer,Houston,Texas,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984
3087,CA-2018-118773,09/02/2018,TP-21415,Consumer,Houston,Texas,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984
3088,CA-2018-118773,09/02/2018,TP-21415,Consumer,Houston,Texas,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992
3089,US-2018-159205,31/03/2018,DB-12910,Home Office,Henderson,Kentucky,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61
3090,US-2018-159205,31/03/2018,DB-12910,Home Office,Henderson,Kentucky,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,671.93
3098,CA-2018-135692,27/04/2018,CV-12805,Corporate,Fort Worth,Texas,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4 x 2",33.12
3099,CA-2018-135692,27/04/2018,CV-12805,Corporate,Fort Worth,Texas,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656
3100,CA-2018-131233,14/04/2018,CS-12355,Consumer,New York City,New York,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776
3101,CA-2018-131233,14/04/2018,CS-12355,Consumer,New York City,New York,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352
3102,CA-2018-119578,22/12/2018,JG-15310,Corporate,Providence,Rhode Island,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,695.16
3103,CA-2018-119578,22/12/2018,JG-15310,Corporate,Providence,Rhode Island,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98
3105,US-2018-140074,23/03/2018,EC-14050,Consumer,New York City,New York,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,25.68
3107,CA-2018-127460,10/07/2018,FG-14260,Home Office,Aurora,Illinois,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464
3127,CA-2018-149895,08/09/2018,EB-14110,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528
3128,CA-2018-147564,02/10/2018,BP-11155,Consumer,New York City,New York,East,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12
3135,CA-2018-164168,12/11/2018,LS-16975,Home Office,Dallas,Texas,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56
3136,CA-2018-164168,12/11/2018,LS-16975,Home Office,Dallas,Texas,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952
3137,CA-2018-164168,12/11/2018,LS-16975,Home Office,Dallas,Texas,Central,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992
3138,CA-2018-164168,12/11/2018,LS-16975,Home Office,Dallas,Texas,Central,OFF-EN-10001219,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,12.224
3139,CA-2018-164168,12/11/2018,LS-16975,Home Office,Dallas,Texas,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784
3140,CA-2018-164168,12/11/2018,LS-16975,Home Office,Dallas,Texas,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848000000000003
3143,CA-2018-162572,25/09/2018,RB-19360,Consumer,Cincinnati,Ohio,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96
3144,CA-2018-162572,25/09/2018,RB-19360,Consumer,Cincinnati,Ohio,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.607999999999999
3146,CA-2018-131828,11/02/2018,CS-11845,Corporate,Seattle,Washington,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.1360000000001
3147,CA-2018-131828,11/02/2018,CS-11845,Corporate,Seattle,Washington,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.77600000000001
3155,CA-2018-150497,20/07/2018,SM-20950,Corporate,Maple Grove,Minnesota,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98
3171,CA-2018-107461,21/12/2018,PK-19075,Consumer,Columbia,South Carolina,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88
3175,CA-2018-157483,11/11/2018,EP-13915,Consumer,Detroit,Michigan,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86
3176,US-2018-132059,23/09/2018,AP-10915,Consumer,Fort Collins,Colorado,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588
3177,US-2018-132059,23/09/2018,AP-10915,Consumer,Fort Collins,Colorado,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.983999999999995
3178,CA-2018-122280,10/09/2018,SH-20395,Consumer,New York City,New York,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76
3179,CA-2018-105235,05/12/2018,SM-20950,Corporate,New York City,New York,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94
3180,CA-2018-105235,05/12/2018,SM-20950,Corporate,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,Seth Thomas 14 Putty-Colored Wall Clock,58.68
3181,CA-2018-105235,05/12/2018,SM-20950,Corporate,New York City,New York,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9
3182,CA-2018-152912,09/11/2018,BM-11650,Corporate,Columbia,Maryland,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64
3183,CA-2018-152912,09/11/2018,BM-11650,Corporate,Columbia,Maryland,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62
3184,CA-2018-152912,09/11/2018,BM-11650,Corporate,Columbia,Maryland,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14
3185,CA-2018-152912,09/11/2018,BM-11650,Corporate,Columbia,Maryland,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38
3188,CA-2018-159352,12/03/2018,KB-16585,Corporate,Lowell,Massachusetts,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93
3189,US-2018-146416,20/10/2018,JE-16165,Corporate,Woodland,California,West,OFF-LA-10003714,Office Supplies,Labels,Avery 510,3.75
3190,US-2018-146416,20/10/2018,JE-16165,Corporate,Woodland,California,West,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928
3192,CA-2018-123981,02/10/2018,RW-19630,Corporate,New York City,New York,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99
3193,CA-2018-158953,04/06/2018,ML-18040,Corporate,Missouri City,Texas,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37
3197,CA-2018-109750,22/07/2018,FH-14365,Corporate,New York City,New York,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2 x 4 1/2 x 1, White",29.97
3200,CA-2018-164000,18/12/2018,AH-10030,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704
3211,US-2018-108245,22/09/2018,SH-19975,Corporate,Pearland,Texas,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,13.392000000000001
3212,US-2018-108245,22/09/2018,SH-19975,Corporate,Pearland,Texas,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228
3216,CA-2018-150189,08/07/2018,VG-21790,Consumer,San Mateo,California,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18
3218,CA-2018-104640,10/11/2018,FH-14275,Corporate,New York City,New York,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931.176
3219,CA-2018-104640,10/11/2018,FH-14275,Corporate,New York City,New York,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,430.88
3231,CA-2018-131625,01/09/2018,BN-11515,Consumer,New York City,New York,East,FUR-FU-10004960,Furniture,Furnishings,Seth Thomas 12 Clock w/ Goldtone Case,114.9
3232,US-2018-156356,16/04/2018,ND-18370,Consumer,Houston,Texas,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046
3233,US-2018-156356,16/04/2018,ND-18370,Consumer,Houston,Texas,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.8960000000000004
3234,US-2018-156356,16/04/2018,ND-18370,Consumer,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544000000000004
3243,CA-2018-114524,31/03/2018,EG-13900,Consumer,Chicago,Illinois,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8",13.468
3244,CA-2018-113355,01/12/2018,SJ-20215,Consumer,Grand Prairie,Texas,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,219.8
3245,CA-2018-113355,01/12/2018,SJ-20215,Consumer,Grand Prairie,Texas,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058
3246,US-2018-140907,10/12/2018,BP-11185,Corporate,Seattle,Washington,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08
3247,US-2018-140907,10/12/2018,BP-11185,Corporate,Seattle,Washington,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9
3248,US-2018-140907,10/12/2018,BP-11185,Corporate,Seattle,Washington,West,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,18.24
3252,CA-2018-119389,17/04/2018,BG-11740,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312
3253,CA-2018-110373,27/10/2018,MA-17560,Home Office,Chicago,Illinois,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056
3254,CA-2018-110373,27/10/2018,MA-17560,Home Office,Chicago,Illinois,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,27.184
3274,CA-2018-133865,08/05/2018,PS-19045,Home Office,Los Angeles,California,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952
3275,CA-2018-116358,02/11/2018,KM-16225,Corporate,Overland Park,Kansas,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24
3276,CA-2018-116358,02/11/2018,KM-16225,Corporate,Overland Park,Kansas,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78
3286,CA-2018-150525,20/02/2018,JP-16135,Home Office,Muskogee,Oklahoma,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,6.56
3287,CA-2018-150525,20/02/2018,JP-16135,Home Office,Muskogee,Oklahoma,Central,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11
3296,CA-2018-113418,01/10/2018,CM-12655,Home Office,New York City,New York,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89
3299,CA-2018-136308,16/11/2018,MW-18235,Corporate,San Francisco,California,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976
3315,CA-2018-169978,24/12/2018,HG-15025,Consumer,Oceanside,New York,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764
3316,CA-2018-169978,24/12/2018,HG-15025,Consumer,Oceanside,New York,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.376
3317,CA-2018-161739,10/11/2018,EB-13750,Corporate,Round Rock,Texas,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.96
3332,CA-2018-122595,14/12/2018,GM-14455,Home Office,Chicago,Illinois,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976
3333,CA-2018-122595,14/12/2018,GM-14455,Home Office,Chicago,Illinois,Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68
3334,CA-2018-122595,14/12/2018,GM-14455,Home Office,Chicago,Illinois,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",2.032
